id,active,name,nickname,number,position,birthdate,place_of_birth,height,weight,city,state,country,avatar_photo,League_ID,League_Name,Season_ID,Season_Year,Team_ID,Team_Name,Team_Acronym,Team_Market,Player_Cluster_Number,CREATE_USER,CREATE_TS,UPDATE_USER,UPDATE_TS
23,1,Arlindo Gomes Baltazar Neto,Neto,14,4,01/05/1986,Vilhena (RO),NaN,76,Vilhena (RO),,,,1,NBB,27,2015,23,L. Sorocabana,LSB,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
23,1,Arlindo Gomes Baltazar Neto,Neto,14,4,01/05/1986,Vilhena (RO),NaN,76,Vilhena (RO),,,,1,NBB,34,2016,18,Pinheiros,PIN,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
25,1,Deivisson Dos Santos Costa,Deivisson,15,3,04/09/1980,Brasília (DF),2.1,NaN,Brasília (DF),,,http://lnb.com.br/wp-content/uploads/2013/08/15-Deivisson.png,1,NBB,1,2008,14,Franca,FRA,,14,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
25,1,Deivisson Dos Santos Costa,Deivisson,15,3,04/09/1980,Brasília (DF),2.1,NaN,Brasília (DF),,,http://lnb.com.br/wp-content/uploads/2013/08/15-Deivisson.png,1,NBB,2,2009,10,Araraquara,ARA,,14,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
25,1,Deivisson Dos Santos Costa,Deivisson,15,3,04/09/1980,Brasília (DF),2.1,NaN,Brasília (DF),,,http://lnb.com.br/wp-content/uploads/2013/08/15-Deivisson.png,1,NBB,3,2010,10,Araraquara,ARA,,14,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
25,1,Deivisson Dos Santos Costa,Deivisson,15,3,04/09/1980,Brasília (DF),2.1,NaN,Brasília (DF),,,http://lnb.com.br/wp-content/uploads/2013/08/15-Deivisson.png,1,NBB,8,2012,19,São José,SJO,,14,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,2,2009,10,Araraquara,ARA,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,3,2010,15,Limeira,LIM,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,8,2012,14,Franca,FRA,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,15,2013,14,Franca,FRA,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,20,2014,52,Palmeiras,PAL,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,27,2015,17,Paulistano,CAP,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,34,2016,17,Paulistano,CAP,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,41,2017,17,Paulistano,CAP,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,47,2018,2,Flamengo,FLA,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,2,02/10/1987,Osasco (SP),1.96,92,Osasco (SP),,,,1,NBB,54,2019,2,Flamengo,FLA,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,3,02/10/1987,Osasco (SP),1.97,96,Osasco (SP),,,https://img.wh.sportingpulseinternational.com/e57bce925a6423e49bb9a672c352a8e9S1.png,1,NBB,59,2020,2,Flamengo,FLA,,999,root,2023-01-12 11:11:01.0,root,2023-01-12 11:11:01.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,3,02/10/1987,Osasco (SP),1.97,96,Osasco (SP),,,https://img.wh.sportingpulseinternational.com/e57bce925a6423e49bb9a672c352a8e9S1.png,1,NBB,63,2021,14,Franca,FRA,,999,root,2023-01-12 20:32:07.0,root,2023-01-12 20:32:07.0
26,1,Jhonatan Luz dos Santos,Jhonatan,7,3,02/10/1987,Osasco (SP),1.97,96,Osasco (SP),,,https://img.wh.sportingpulseinternational.com/e57bce925a6423e49bb9a672c352a8e9S1.png,1,NBB,71,2022,14,Franca,FRA,,999,root,2023-01-13 09:26:23.0,root,2023-01-13 09:26:23.0
28,1,Ricardo Leopoldo de Azevedo,Ricardo,33,5,06/30/1983,Londrina (PR),2.01,103,Londrina (PR),,,,1,NBB,2,2009,13,Bauru,BAU,,5,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
28,1,Ricardo Leopoldo de Azevedo,Ricardo,33,5,06/30/1983,Londrina (PR),2.01,103,Londrina (PR),,,,1,NBB,3,2010,13,Bauru,BAU,,5,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
28,1,Ricardo Leopoldo de Azevedo,Ricardo,33,5,06/30/1983,Londrina (PR),2.01,103,Londrina (PR),,,,1,NBB,8,2012,23,L. Sorocabana,LSB,,5,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
29,1,Thyago Taroni Aleo,Thyago Aleo,8,1,01/20/1989,São Paulo (SP),1.83,NaN,São Paulo (SP),,,http://lnb.com.br/wp-content/uploads/2014/01/8-Thyago-Aleo-Rosto.png,1,NBB,2,2009,25,Londrina,LON,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
29,1,Thyago Taroni Aleo,Thyago Aleo,8,1,01/20/1989,São Paulo (SP),1.83,NaN,São Paulo (SP),,,http://lnb.com.br/wp-content/uploads/2014/01/8-Thyago-Aleo-Rosto.png,1,NBB,3,2010,13,Bauru,BAU,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
29,1,Thyago Taroni Aleo,Thyago Aleo,8,1,01/20/1989,São Paulo (SP),1.83,NaN,São Paulo (SP),,,http://lnb.com.br/wp-content/uploads/2014/01/8-Thyago-Aleo-Rosto.png,1,NBB,8,2012,1,Joinville,JOI,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
29,1,Thyago Taroni Aleo,Thyago Aleo,8,1,01/20/1989,São Paulo (SP),1.83,NaN,São Paulo (SP),,,http://lnb.com.br/wp-content/uploads/2014/01/8-Thyago-Aleo-Rosto.png,1,NBB,15,2013,52,Palmeiras,PAL,,15,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
30,1,Matheus dos Prazeres Costa,Matheus,6,1,04/01/1980,Franca (SP),1.8,NaN,Franca (SP),,,http://lnb.com.br/wp-content/uploads/2015/12/Matheus.png,1,NBB,1,2008,14,Franca,FRA,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
30,1,Matheus dos Prazeres Costa,Matheus,6,1,04/01/1980,Franca (SP),1.8,NaN,Franca (SP),,,http://lnb.com.br/wp-content/uploads/2015/12/Matheus.png,1,NBB,2,2009,19,São José,SJO,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
30,1,Matheus dos Prazeres Costa,Matheus,6,1,04/01/1980,Franca (SP),1.8,NaN,Franca (SP),,,http://lnb.com.br/wp-content/uploads/2015/12/Matheus.png,1,NBB,3,2010,19,São José,SJO,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
30,1,Matheus dos Prazeres Costa,Matheus,6,1,04/01/1980,Franca (SP),1.8,NaN,Franca (SP),,,http://lnb.com.br/wp-content/uploads/2015/12/Matheus.png,1,NBB,8,2012,53,Basq. Cearense,CEA,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
30,1,Matheus dos Prazeres Costa,Matheus,6,1,04/01/1980,Franca (SP),1.8,NaN,Franca (SP),,,http://lnb.com.br/wp-content/uploads/2015/12/Matheus.png,1,NBB,15,2013,53,Basq. Cearense,CEA,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
30,1,Matheus dos Prazeres Costa,Matheus,6,1,04/01/1980,Franca (SP),1.8,NaN,Franca (SP),,,http://lnb.com.br/wp-content/uploads/2015/12/Matheus.png,1,NBB,20,2014,23,L. Sorocabana,LSB,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
30,1,Matheus dos Prazeres Costa,Matheus,6,1,04/01/1980,Franca (SP),1.8,NaN,Franca (SP),,,http://lnb.com.br/wp-content/uploads/2015/12/Matheus.png,1,NBB,27,2015,14,Franca,FRA,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,2,2009,3,Brasília Antigo,BRA,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,3,2010,3,Brasília Antigo,BRA,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,8,2012,3,Brasília Antigo,BRA,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,15,2013,3,Brasília Antigo,BRA,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,20,2014,3,Brasília Antigo,BRA,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,27,2015,3,Brasília Antigo,BRA,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,34,2016,222,Vitória,VIT,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,41,2017,222,Vitória,VIT,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,47,2018,282,Brasília,BSB,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,2,09/30/1982,Brasília (DF),1.97,91,Brasília (DF),,,,1,NBB,54,2019,282,Brasília,BSB,,7,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,3,09/30/1982,Brasília (DF),1.97,89,Brasília (DF),,,https://img.wh.sportingpulseinternational.com/f297347399a6fcd79abd40ea14c7f34dS1.png,1,NBB,59,2020,282,Brasília Basquete,BRA,,999,root,2023-01-12 10:34:49.0,root,2023-01-12 10:34:49.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,3,09/30/1982,Brasília (DF),1.97,89,Brasília (DF),,,https://img.wh.sportingpulseinternational.com/f297347399a6fcd79abd40ea14c7f34dS1.png,1,NBB,63,2021,282,Brasília Basquete,BRA,,999,root,2023-01-12 20:59:23.0,root,2023-01-12 20:59:23.0
31,1,Arthur Luiz Belchor Silva,Arthur,4,3,09/30/1982,Brasília (DF),1.97,89,Brasília (DF),,,https://img.wh.sportingpulseinternational.com/f297347399a6fcd79abd40ea14c7f34dS1.png,1,NBB,71,2022,282,Brasília Basquete,BRA,,999,root,2023-01-13 09:18:56.0,root,2023-01-13 09:18:56.0
33,1,Frederico Rossi Dos Santos,Rossi,17,2,04/09/1980,Brasília (DF),1.95,NaN,Brasília (DF),,,http://lnb.com.br/wp-content/uploads/2014/10/Rosto9.png,1,NBB,2,2009,3,Brasília Antigo,BRA,,5,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
33,1,Frederico Rossi Dos Santos,Rossi,17,2,04/09/1980,Brasília (DF),1.95,NaN,Brasília (DF),,,http://lnb.com.br/wp-content/uploads/2014/10/Rosto9.png,1,NBB,3,2010,3,Brasília Antigo,BRA,,5,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
33,1,Frederico Rossi Dos Santos,Rossi,17,2,04/09/1980,Brasília (DF),1.95,NaN,Brasília (DF),,,http://lnb.com.br/wp-content/uploads/2014/10/Rosto9.png,1,NBB,8,2012,3,Brasília Antigo,BRA,,5,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
33,1,Frederico Rossi Dos Santos,Rossi,17,2,04/09/1980,Brasília (DF),1.95,NaN,Brasília (DF),,,http://lnb.com.br/wp-content/uploads/2014/10/Rosto9.png,1,NBB,15,2013,3,Brasília Antigo,BRA,,5,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
33,1,Frederico Rossi Dos Santos,Rossi,17,2,04/09/1980,Brasília (DF),1.95,NaN,Brasília (DF),,,http://lnb.com.br/wp-content/uploads/2014/10/Rosto9.png,1,NBB,20,2014,3,Brasília Antigo,BRA,,5,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
34,1,Márcio Santos Cipriano,Cipriano,31,5,06/04/1979,São Paulo (SP),2,NaN,São Paulo (SP),,,http://lnb.com.br/wp-content/uploads/2014/01/31-Cipriano-Rosto.png,1,NBB,2,2009,3,Brasília Antigo,BRA,,9,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
34,1,Márcio Santos Cipriano,Cipriano,31,5,06/04/1979,São Paulo (SP),2,NaN,São Paulo (SP),,,http://lnb.com.br/wp-content/uploads/2014/01/31-Cipriano-Rosto.png,1,NBB,3,2010,3,Brasília Antigo,BRA,,9,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
34,1,Márcio Santos Cipriano,Cipriano,31,5,06/04/1979,São Paulo (SP),2,NaN,São Paulo (SP),,,http://lnb.com.br/wp-content/uploads/2014/01/31-Cipriano-Rosto.png,1,NBB,8,2012,3,Brasília Antigo,BRA,,9,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
34,1,Márcio Santos Cipriano,Cipriano,31,5,06/04/1979,São Paulo (SP),2,NaN,São Paulo (SP),,,http://lnb.com.br/wp-content/uploads/2014/01/31-Cipriano-Rosto.png,1,NBB,15,2013,23,L. Sorocabana,LSB,,9,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
35,1,Rafael Rodrigues,Mineiro,41,3,10/17/1987,Passa Tempo (MG),2.13,113,Passa Tempo (MG),,,,1,NBB,2,2009,3,Brasília Antigo,BRA,,10,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
35,1,Rafael Rodrigues,Mineiro,41,3,10/17/1987,Passa Tempo (MG),2.13,113,Passa Tempo (MG),,,,1,NBB,3,2010,15,Limeira,LIM,,10,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
35,1,Rafael Rodrigues,Mineiro,41,3,10/17/1987,Passa Tempo (MG),2.13,113,Passa Tempo (MG),,,,1,NBB,8,2012,16,Minas,MIN,,10,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
35,1,Rafael Rodrigues,Mineiro,41,3,10/17/1987,Passa Tempo (MG),2.13,113,Passa Tempo (MG),,,,1,NBB,15,2013,17,Paulistano,CAP,,10,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
35,1,Rafael Rodrigues,Mineiro,41,3,10/17/1987,Passa Tempo (MG),2.13,113,Passa Tempo (MG),,,,1,NBB,20,2014,19,São José,SJO,,10,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
35,1,Rafael Rodrigues,Mineiro,41,3,10/17/1987,Passa Tempo (MG),2.13,113,Passa Tempo (MG),,,,1,NBB,27,2015,18,Pinheiros,PIN,,10,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
35,1,Rafael Rodrigues,Mineiro,41,3,10/17/1987,Passa Tempo (MG),2.13,113,Passa Tempo (MG),,,,1,NBB,41,2017,23,L. Sorocabana,LSB,,10,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
35,1,Rafael Rodrigues,Mineiro,41,3,10/17/1987,Passa Tempo (MG),2.13,113,Passa Tempo (MG),,,,1,NBB,47,2018,19,São José,SJO,,10,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
36,1,José Estevam Ferreira Junior,Estevão,7,3,07/24/1978,Sete Lagoas (MG),2.11,NaN,Sete Lagoas (MG),,,http://lnb.com.br/wp-content/uploads/2016/03/Estevão.png,1,NBB,2,2009,3,Brasília Antigo,BRA,,3,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
36,1,José Estevam Ferreira Junior,Estevão,7,3,07/24/1978,Sete Lagoas (MG),2.11,NaN,Sete Lagoas (MG),,,http://lnb.com.br/wp-content/uploads/2016/03/Estevão.png,1,NBB,3,2010,20,Uberlândia,UBE,,3,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
36,1,José Estevam Ferreira Junior,Estevão,7,3,07/24/1978,Sete Lagoas (MG),2.11,NaN,Sete Lagoas (MG),,,http://lnb.com.br/wp-content/uploads/2016/03/Estevão.png,1,NBB,8,2012,20,Uberlândia,UBE,,3,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
36,1,José Estevam Ferreira Junior,Estevão,7,3,07/24/1978,Sete Lagoas (MG),2.11,NaN,Sete Lagoas (MG),,,http://lnb.com.br/wp-content/uploads/2016/03/Estevão.png,1,NBB,20,2014,129,Rio Claro,RCB,,3,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
38,,Cláudio Antônio Gomes Clemente,Brasília,13,3,12/09/1972,Brasília (DF),2.02,NaN,Brasília (DF),,,,1,NBB,3,2010,20,Uberlândia,UBE,,9,root,2022-07-13 13:37:30.0,root,2022-07-13 13:37:30.0
39,1,Diego Pinheiro Da Silva,Diego,2,2,06/14/1980,Goiânia (GO),1.95,NaN,Goiânia (GO),,,http://lnb.com.br/wp-content/uploads/2016/02/Diego.png,1,NBB,2,2009,18,Pinheiros,PIN,,12,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
39,1,Diego Pinheiro Da Silva,Diego,2,2,06/14/1980,Goiânia (GO),1.95,NaN,Goiânia (GO),,,http://lnb.com.br/wp-content/uploads/2016/02/Diego.png,1,NBB,3,2010,15,Limeira,LIM,,12,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
39,1,Diego Pinheiro Da Silva,Diego,2,2,06/14/1980,Goiânia (GO),1.95,NaN,Goiânia (GO),,,http://lnb.com.br/wp-content/uploads/2016/02/Diego.png,1,NBB,8,2012,15,Limeira,LIM,,12,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
39,1,Diego Pinheiro Da Silva,Diego,2,2,06/14/1980,Goiânia (GO),1.95,NaN,Goiânia (GO),,,http://lnb.com.br/wp-content/uploads/2016/02/Diego.png,1,NBB,15,2013,96,Goiânia,GOI,,12,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
39,1,Diego Pinheiro Da Silva,Diego,2,2,06/14/1980,Goiânia (GO),1.95,NaN,Goiânia (GO),,,http://lnb.com.br/wp-content/uploads/2016/02/Diego.png,1,NBB,20,2014,52,Palmeiras,PAL,,12,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
39,1,Diego Pinheiro Da Silva,Diego,2,2,06/14/1980,Goiânia (GO),1.95,NaN,Goiânia (GO),,,http://lnb.com.br/wp-content/uploads/2016/02/Diego.png,1,NBB,27,2015,3,Brasília Antigo,BRA,,12,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
40,1,Audrei Parisotto,Audrei,15,2,09/27/1984,Santa Cruz do Sul (RS),1.95,94,Santa Cruz do Sul (RS),,,,1,NBB,2,2009,1,Joinville,JOI,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
40,1,Audrei Parisotto,Audrei,15,2,09/27/1984,Santa Cruz do Sul (RS),1.95,94,Santa Cruz do Sul (RS),,,,1,NBB,3,2010,1,Joinville,JOI,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
40,1,Audrei Parisotto,Audrei,15,2,09/27/1984,Santa Cruz do Sul (RS),1.95,94,Santa Cruz do Sul (RS),,,,1,NBB,8,2012,20,Uberlândia,UBE,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
40,1,Audrei Parisotto,Audrei,15,2,09/27/1984,Santa Cruz do Sul (RS),1.95,94,Santa Cruz do Sul (RS),,,,1,NBB,15,2013,20,Uberlândia,UBE,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
40,1,Audrei Parisotto,Audrei,15,2,09/27/1984,Santa Cruz do Sul (RS),1.95,94,Santa Cruz do Sul (RS),,,,1,NBB,20,2014,20,Uberlândia,UBE,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
40,1,Audrei Parisotto,Audrei,15,2,09/27/1984,Santa Cruz do Sul (RS),1.95,94,Santa Cruz do Sul (RS),,,,1,NBB,27,2015,53,Basq. Cearense,CEA,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
40,1,Audrei Parisotto,Audrei,15,2,09/27/1984,Santa Cruz do Sul (RS),1.95,94,Santa Cruz do Sul (RS),,,,1,NBB,34,2016,53,Basq. Cearense,CEA,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
40,1,Audrei Parisotto,Audrei,15,2,09/27/1984,Santa Cruz do Sul (RS),1.95,94,Santa Cruz do Sul (RS),,,,1,NBB,41,2017,16,Minas,MIN,,8,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
43,1,Shilton Alessanco dos Santos,Shilton,6,3,08/10/1982,Cuiabá (MT),1.98,108,Cuiabá (MT),,,,1,NBB,2,2009,1,Joinville,JOI,,1,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
43,1,Shilton Alessanco dos Santos,Shilton,6,3,08/10/1982,Cuiabá (MT),1.98,108,Cuiabá (MT),,,,1,NBB,3,2010,1,Joinville,JOI,,1,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
43,1,Shilton Alessanco dos Santos,Shilton,6,3,08/10/1982,Cuiabá (MT),1.98,108,Cuiabá (MT),,,,1,NBB,8,2012,2,Flamengo,FLA,,1,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
43,1,Shilton Alessanco dos Santos,Shilton,6,3,08/10/1982,Cuiabá (MT),1.98,108,Cuiabá (MT),,,,1,NBB,15,2013,2,Flamengo,FLA,,1,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
43,1,Shilton Alessanco dos Santos,Shilton,6,3,08/10/1982,Cuiabá (MT),1.98,108,Cuiabá (MT),,,,1,NBB,20,2014,16,Minas,MIN,,1,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
43,1,Shilton Alessanco dos Santos,Shilton,6,3,08/10/1982,Cuiabá (MT),1.98,108,Cuiabá (MT),,,,1,NBB,27,2015,16,Minas,MIN,,1,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
43,1,Shilton Alessanco dos Santos,Shilton,6,3,08/10/1982,Cuiabá (MT),1.98,108,Cuiabá (MT),,,,1,NBB,34,2016,13,Bauru,BAU,,1,root,2022-07-13 13:37:29.0,root,2022-07-13 13:37:29.0
